business_name,address,phone,category,neighborhood,google_maps_url,website_url,quality_score,platform,registrar,est_monthly_cost,pain_points,priority_rank,outreach_doc_ready,place_id,rating,user_ratings_total,domain_suggestions
Thirsty's Neighborhood Grill,"2422 N Pantano Rd, Tucson, AZ 85715, USA",+1 520-885-6585,restaurant,tanque-verde-sabino,https://maps.google.com/?q=Thirsty%27s%20Neighborhood%20Grill%202422%20N%20Pantano%20Rd%2C%20Tucson%2C%20AZ%2085715%2C%20USA,https://m.facebook.com/thirstysgrillandbar/,2,custom/unknown,unregistered,0,has website,19,false,ChIJvZvqGdlu1oYRS5llNUhr7pY,4.3,743,
Jason's Mexican Restaurant,"2400 N Pantano Rd, Tucson, AZ 85715, USA",+1 520-460-2802,restaurant,tanque-verde-sabino,https://maps.google.com/?q=Jason%27s%20Mexican%20Restaurant%202400%20N%20Pantano%20Rd%2C%20Tucson%2C%20AZ%2085715%2C%20USA,https://jasonsmexicanrestaurant.shop/,2,custom/unknown,unknown,0,has website,20,false,ChIJc1drHdlu1oYRtDEm3CBlRBo,4.2,626,
Forty Niner,"12000 E Tanque Verde Rd, Tucson, AZ 85749, USA",+1 520-749-4925,bar,tanque-verde-sabino,https://maps.google.com/?q=Forty%20Niner%2012000%20E%20Tanque%20Verde%20Rd%2C%20Tucson%2C%20AZ%2085749%2C%20USA,http://www.fortyninercc.com/,2,custom/unknown,eNom,0,has website,21,false,ChIJ9ZuX_zho1oYRfCHhNW18TtY,4.3,541,
Health Bap Cafe,"Tucson, AZ 85715, USA",,cafe,tanque-verde-sabino,https://maps.google.com/?q=Health%20Bap%20Cafe%20Tucson%2C%20AZ%2085715%2C%20USA,,1,,,0,no website,25,false,ChIJVzjTxNhu1oYRaUI3FCtkL2U,,,healthbapcafe.com; healthbapcafetucson.com
Early Bird Scones,"9105 E Tanque Verde Rd #103, Tucson, AZ 85749, USA",+1 414-708-3747,bakery,tanque-verde-sabino,https://maps.google.com/?q=Early%20Bird%20Scones%209105%20E%20Tanque%20Verde%20Rd%20%23103%2C%20Tucson%2C%20AZ%2085749%2C%20USA,https://www.earlybirdscones.com/,2,squarespace,GoDaddy.com,0,has website,29,false,ChIJvxYJ2ANv1oYRUO1N1wPaQRA,4.3,6,
Sydney's Sweet Shoppe,"8963 E Tanque Verde Rd #201, Tucson, AZ 85749, USA",+1 520-777-7133,bakery,tanque-verde-sabino,https://maps.google.com/?q=Sydney%27s%20Sweet%20Shoppe%208963%20E%20Tanque%20Verde%20Rd%20%23201%2C%20Tucson%2C%20AZ%2085749%2C%20USA,http://www.sydneyssweetshoppe.com/,2,custom/unknown,GoDaddy.com,0,has website,30,false,ChIJrXAv2Vlx1oYR42VTbPkxMtk,4.7,269,
Cafe Francais,"7831 E Wrightstown Rd ste. 113, Tucson, AZ 85715, USA",+1 520-326-1155,bakery,tanque-verde-sabino,https://maps.google.com/?q=Cafe%20Francais%207831%20E%20Wrightstown%20Rd%20ste.%20113%2C%20Tucson%2C%20AZ%2085715%2C%20USA,http://www.cafefrancaisaz.com/,2,wix,Wix.com Ltd.,0,has website,31,false,ChIJ2bRnOBhu1oYRpudgBUH0AV0,4.5,226,
Grandma Tony's Pizza,"7878 E Wrightstown Rd UNIT 150, Tucson, AZ 85715, USA",+1 520-886-4461,meal_delivery,tanque-verde-sabino,https://maps.google.com/?q=Grandma%20Tony%27s%20Pizza%207878%20E%20Wrightstown%20Rd%20UNIT%20150%2C%20Tucson%2C%20AZ%2085715%2C%20USA,http://grandmatonyspizza.com/,2,wix,GoDaddy.com,0,has website,32,false,ChIJBZ-lxNhu1oYR2-k7KZoLXMw,4.4,340,
Cutting Edge Salon & Boutique,"9155 E Tanque Verde Rd, Tucson, AZ 85749, USA",+1 520-749-3663,hair_salon,tanque-verde-sabino,https://maps.google.com/?q=Cutting%20Edge%20Salon%20%26%20Boutique%209155%20E%20Tanque%20Verde%20Rd%2C%20Tucson%2C%20AZ%2085749%2C%20USA,http://www.cuttingedgeaz.com/,2,wix,Network Solutions,0,has website,33,false,ChIJ4W5fnyhp1oYRzKViTV8UamQ,4.9,338,
Salon Backstage,"8852 E Tanque Verde Rd, Tucson, AZ 85749, USA",+1 520-207-9520,hair_salon,tanque-verde-sabino,https://maps.google.com/?q=Salon%20Backstage%208852%20E%20Tanque%20Verde%20Rd%2C%20Tucson%2C%20AZ%2085749%2C%20USA,,1,,,0,no website,35,false,ChIJF9VVDSxp1oYRqSCPUJXPqdI,4.8,42,salonbackstage.com; salonbackstagetucson.com
D's Hair Studio,"10900 E Vía Tranquilla, Tucson, AZ 85749, USA",+1 412-816-2315,hair_salon,tanque-verde-sabino,https://maps.google.com/?q=D%27s%20Hair%20Studio%2010900%20E%20V%C3%ADa%20Tranquilla%2C%20Tucson%2C%20AZ%2085749%2C%20USA,https://dshairstudiotucson.com/,2,wordpress,Porkbun LLC,0,has website,36,false,ChIJ_2spN25p1oYRzmIGy2CowtI,5,23,
"Razor's Edge Barbershop - Tucson, AZ","2462 N Pantano Rd #2, Tucson, AZ 85715, USA",+1 520-298-9694,hair_salon,tanque-verde-sabino,https://maps.google.com/?q=Razor%27s%20Edge%20Barbershop%20-%20Tucson%2C%20AZ%202462%20N%20Pantano%20Rd%20%232%2C%20Tucson%2C%20AZ%2085715%2C%20USA,,1,,,0,no website,37,false,ChIJf7PCFtlu1oYRH7HSBQueYTA,4.7,153,razorsedgebarbershoptucsonaz.com; razorsedgebarbershoptucsonaztucson.com
Aviary Hair and CO.,"8750 E Speedway Blvd Suite 110, Tucson, AZ 85710, USA",+1 520-271-1166,hair_salon,tanque-verde-sabino,https://maps.google.com/?q=Aviary%20Hair%20and%20CO.%208750%20E%20Speedway%20Blvd%20Suite%20110%2C%20Tucson%2C%20AZ%2085710%2C%20USA,https://instagram.com/aviaryhairco?utm_medium=copy_link,2,custom/unknown,RegistrarSafe,0,has website,38,false,ChIJSfEjO1lv1oYR-7hC1_i_BkI,4.9,16,
Jewel Salon,"8750 E Speedway Blvd, Tucson, AZ 85710, USA",+1 520-203-8205,hair_salon,tanque-verde-sabino,https://maps.google.com/?q=Jewel%20Salon%208750%20E%20Speedway%20Blvd%2C%20Tucson%2C%20AZ%2085710%2C%20USA,,1,,,0,no website,39,false,ChIJbziIZMto1oYRIezBKMBFNAQ,5,19,jewelsalontucson.com; jewelsalonaz.com
Head Hunters,"7831 E Wrightstown Rd, Tucson, AZ 85715, USA",+1 520-886-4247,hair_salon,tanque-verde-sabino,https://maps.google.com/?q=Head%20Hunters%207831%20E%20Wrightstown%20Rd%2C%20Tucson%2C%20AZ%2085715%2C%20USA,https://www.facebook.com/TucsonHairSalon/,2,custom/unknown,RegistrarSafe,0,has website,40,false,ChIJtZmpNVVv1oYR6V-nT0lCgm8,4.8,5,
Essie Nails,"8987 E Tanque Verde Rd, Tucson, AZ 85749, USA",+1 520-344-8513,nail_salon,tanque-verde-sabino,https://maps.google.com/?q=Essie%20Nails%208987%20E%20Tanque%20Verde%20Rd%2C%20Tucson%2C%20AZ%2085749%2C%20USA,,1,,,0,no website,41,false,ChIJddna8S5p1oYRfHACwBBzpQo,4,25,essienailstucson.com; essienailsaz.com
Body Gallery Salon,"9100 E Tanque Verde Rd # 160, Tucson, AZ 85749, USA",+1 520-749-1920,nail_salon,tanque-verde-sabino,https://maps.google.com/?q=Body%20Gallery%20Salon%209100%20E%20Tanque%20Verde%20Rd%20%23%20160%2C%20Tucson%2C%20AZ%2085749%2C%20USA,,1,,,0,no website,42,false,ChIJ-QDywyhp1oYRdv7CDPmUEWU,5,16,bodygallerysalon.com; bodygallerysalontucson.com
Precious Nails,"7878 E Wrightstown Rd, Tucson, AZ 85715, USA",+1 520-886-0531,nail_salon,tanque-verde-sabino,https://maps.google.com/?q=Precious%20Nails%207878%20E%20Wrightstown%20Rd%2C%20Tucson%2C%20AZ%2085715%2C%20USA,,1,,,0,no website,43,false,ChIJBZ-lxNhu1oYRcgpD0mlIQbo,4,71,preciousnailstucson.com; preciousnailsaz.com
LV Nail Spa,"8856 E Tanque Verde Rd, Tucson, AZ 85749, USA",+1 520-203-8360,beauty_salon,tanque-verde-sabino,https://maps.google.com/?q=LV%20Nail%20Spa%208856%20E%20Tanque%20Verde%20Rd%2C%20Tucson%2C%20AZ%2085749%2C%20USA,,1,,,0,no website,44,false,ChIJF-oDymxp1oYRnkPkli7MWEM,4.3,234,lvnailspatucson.com; lvnailspaaz.com
Canyon Ranch Aesthetics,"8600 E Rockcliff Rd, Tucson, AZ 85750, USA",+1 520-239-3211,beauty_salon,tanque-verde-sabino,https://maps.google.com/?q=Canyon%20Ranch%20Aesthetics%208600%20E%20Rockcliff%20Rd%2C%20Tucson%2C%20AZ%2085750%2C%20USA,https://www.canyonranch.com/tucson/services/spa-beauty/medical-spa/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=craaestheticsGMB&utm_term=googlemybusiness,2,,GoDaddy.com,0,has website,45,false,ChIJq6p0wqxu1oYRbWigSV_l5WU,3.9,9,
Sweetheart Haven LLC,"2500 N Pantano Rd Suite 100, Tucson, AZ 85715, USA",+1 520-309-1427,beauty_salon,tanque-verde-sabino,https://maps.google.com/?q=Sweetheart%20Haven%20LLC%202500%20N%20Pantano%20Rd%20Suite%20100%2C%20Tucson%2C%20AZ%2085715%2C%20USA,https://sweethearts.glossgenius.com/,2,custom/unknown,unregistered,0,has website,46,false,ChIJp4qFZwZv1oYRsfrK_RqPf_4,5,48,
Mirror Mirror Beauty and Barber,"2432 N Pantano Rd, Tucson, AZ 85715, USA",+1 520-283-4735,beauty_salon,tanque-verde-sabino,https://maps.google.com/?q=Mirror%20Mirror%20Beauty%20and%20Barber%202432%20N%20Pantano%20Rd%2C%20Tucson%2C%20AZ%2085715%2C%20USA,https://www.vagaro.com/mirrormirrorbeautyandbarber,2,,Register.com - Network Solutions,0,has website,47,false,ChIJT9sbnnxv1oYRGaTH31BqQ2s,5,10,
Babydollface Lashes,"2432 N Pantano Rd, Tucson, AZ 85715, USA",+1 520-539-1242,beauty_salon,tanque-verde-sabino,https://maps.google.com/?q=Babydollface%20Lashes%202432%20N%20Pantano%20Rd%2C%20Tucson%2C%20AZ%2085715%2C%20USA,,1,,,0,no website,48,false,ChIJG9YQMk8L1oYRI_h849TNjU8,4.8,14,babydollfacelashes.com; babydollfacelashestucson.com
Hair 2000,"7852 E Wrightstown Rd, Tucson, AZ 85715, USA",+1 520-298-2000,beauty_salon,tanque-verde-sabino,https://maps.google.com/?q=Hair%202000%207852%20E%20Wrightstown%20Rd%2C%20Tucson%2C%20AZ%2085715%2C%20USA,https://usabizlink.top/details/hair-2000-ChIJORk,2,custom/unknown,Porkbun LLC,0,has website,49,false,ChIJORkxKt9u1oYRb0h0IqW9Ofc,4.7,33,
Rubs Massage Studio - Wrightstown,"7858 E Wrightstown Rd #105, Tucson, AZ 85715, USA",+1 520-547-7827,beauty_salon,tanque-verde-sabino,https://maps.google.com/?q=Rubs%20Massage%20Studio%20-%20Wrightstown%207858%20E%20Wrightstown%20Rd%20%23105%2C%20Tucson%2C%20AZ%2085715%2C%20USA,https://rubsmassage.com/,2,custom php,GoDaddy.com,0,has website,50,false,ChIJk1UWLd9u1oYRSApzjNtaYdY,4.5,84,
Arizona Pool and Spa Service,"9121 E Tanque Verde Rd, Tucson, AZ 85749, USA",+1 520-331-6135,spa,tanque-verde-sabino,https://maps.google.com/?q=Arizona%20Pool%20and%20Spa%20Service%209121%20E%20Tanque%20Verde%20Rd%2C%20Tucson%2C%20AZ%2085749%2C%20USA,,1,,,0,no website,51,false,ChIJud9zOS9p1oYRjsRiCrODaaI,1.5,2,arizonapoolandspaservice.com; arizonapoolandspaservicetucson.com
Glo Skin Studio,"8886 E Tanque Verde Rd, Tucson, AZ 85749, USA",+1 520-829-7550,spa,tanque-verde-sabino,https://maps.google.com/?q=Glo%20Skin%20Studio%208886%20E%20Tanque%20Verde%20Rd%2C%20Tucson%2C%20AZ%2085749%2C%20USA,https://www.glo-skinstudio.com/,2,wordpress,GoDaddy.com,0,has website,52,false,ChIJsaUxXuNp1oYRKYpyaaI02yw,4.8,47,
Canyon Ranch Tucson,"8600 E Rockcliff Rd, Tucson, AZ 85750, USA",+1 520-749-9655,spa,tanque-verde-sabino,https://maps.google.com/?q=Canyon%20Ranch%20Tucson%208600%20E%20Rockcliff%20Rd%2C%20Tucson%2C%20AZ%2085750%2C%20USA,https://www.canyonranch.com/tucson?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=tucsongmb&utm_term=googlemybusiness,2,,GoDaddy.com,0,has website,53,false,ChIJP12W7axu1oYRfvIz73_PSjg,4.4,396,
PureZen Health & Wellness,"10210 E Speedway Blvd, Tucson, AZ 85748, USA",,spa,tanque-verde-sabino,https://maps.google.com/?q=PureZen%20Health%20%26%20Wellness%2010210%20E%20Speedway%20Blvd%2C%20Tucson%2C%20AZ%2085748%2C%20USA,,1,,,0,no website,54,false,ChIJDYr0KvJp1oYRRPc5agvqIKE,,,purezenhealthwellness.com; purezenhealthwellnesstucson.com
Rincon Health Direct Primary Care,"7831 E Wrightstown Rd UNIT 103, Tucson, AZ 85715, USA",+1 520-213-9503,spa,tanque-verde-sabino,https://maps.google.com/?q=Rincon%20Health%20Direct%20Primary%20Care%207831%20E%20Wrightstown%20Rd%20UNIT%20103%2C%20Tucson%2C%20AZ%2085715%2C%20USA,http://www.rinconhealth.com/,2,custom/unknown,GoDaddy.com,0,has website,55,false,ChIJJXw0WjZn1oYRPepsLFiygMk,4.7,31,
Rapunzel's Spa,"7809 E Wrightstown Rd, Tucson, AZ 85715, USA",+1 520-808-4000,spa,tanque-verde-sabino,https://maps.google.com/?q=Rapunzel%27s%20Spa%207809%20E%20Wrightstown%20Rd%2C%20Tucson%2C%20AZ%2085715%2C%20USA,http://www.rapunzelsspa.com/,2,wix,Wix.com Ltd.,0,has website,56,false,ChIJGSmQ1thu1oYRGNCsen7aAG0,4.8,73,
Thai Day Spa,"9356 East 5th Street, Tucson, AZ 85710, USA",+1 520-302-6604,spa,tanque-verde-sabino,https://maps.google.com/?q=Thai%20Day%20Spa%209356%20East%205th%20Street%2C%20Tucson%2C%20AZ%2085710%2C%20USA,http://orawan.skincaretherapy.net/,2,custom/unknown,unregistered,0,has website,57,false,ChIJJRgVDZto1oYRgN0lOb7E694,4.9,29,
"Blissfully Be Holistic Wellness, LLC","421 N Schrader Ln, Tucson, AZ 85748, USA",+1 520-216-5699,spa,tanque-verde-sabino,https://maps.google.com/?q=Blissfully%20Be%20Holistic%20Wellness%2C%20LLC%20421%20N%20Schrader%20Ln%2C%20Tucson%2C%20AZ%2085748%2C%20USA,http://blissfullybe.com/,2,weebly,Register.com - Network Solutions,0,has website,58,false,ChIJrRBcu7hp1oYRj0yohM6njC4,5,8,
Gene's Barbershop Est.1975,"2424 N Pantano Rd, Tucson, AZ 85715, USA",+1 520-886-0543,barber_shop,tanque-verde-sabino,https://maps.google.com/?q=Gene%27s%20Barbershop%20Est.1975%202424%20N%20Pantano%20Rd%2C%20Tucson%2C%20AZ%2085715%2C%20USA,http://genesbarbershop1975.com/,2,wordpress,Bluehost Inc.,0,has website,59,false,ChIJ-QzqGdlu1oYRQdvbuDfQZAg,4.8,190,
Marathon Cuts Barbershop,"8650 E Speedway Blvd Ste. #110, Tucson, AZ 85710, USA",+1 520-296-2456,barber_shop,tanque-verde-sabino,https://maps.google.com/?q=Marathon%20Cuts%20Barbershop%208650%20E%20Speedway%20Blvd%20Ste.%20%23110%2C%20Tucson%2C%20AZ%2085710%2C%20USA,https://marathoncutsbarbershop.setmore.com/,2,,unregistered,0,has website,60,false,ChIJoSHyWDdp1oYRROvFljbKEwk,4.6,45,
Pair-A-Dice Barbers,"7752 E Wrightstown Rd, Tucson, AZ 85715, USA",+1 520-546-5180,barber_shop,tanque-verde-sabino,https://maps.google.com/?q=Pair-A-Dice%20Barbers%207752%20E%20Wrightstown%20Rd%2C%20Tucson%2C%20AZ%2085715%2C%20USA,https://rinn.top/list/pair-a-dice-barbers,2,wordpress,Dominet (HK) Limited,0,has website,61,false,ChIJMRvhId9u1oYRo3xe7bkrNeg,4.8,134,
Dental Office,"9125 E Tanque Verde Rd, Tucson, AZ 85749, USA",,dentist,tanque-verde-sabino,https://maps.google.com/?q=Dental%20Office%209125%20E%20Tanque%20Verde%20Rd%2C%20Tucson%2C%20AZ%2085749%2C%20USA,,1,,,0,no website,62,false,ChIJp-NQSC9p1oYRuvR6bxpasaY,5,1,dentalofficetucson.com; dentalofficearizona.com
Sabino Hills Family Dentistry,"9155 E Tanque Verde Rd Ste 127, Tucson, AZ 85749, USA",+1 520-760-6044,dentist,tanque-verde-sabino,https://maps.google.com/?q=Sabino%20Hills%20Family%20Dentistry%209155%20E%20Tanque%20Verde%20Rd%20Ste%20127%2C%20Tucson%2C%20AZ%2085749%2C%20USA,https://www.familytucsondentist.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb,2,wordpress,GoDaddy.com,0,has website,63,false,ChIJZZJruShp1oYR1jtBDm8_sAY,4.8,202,
Dr. Michael Allen,"9155 E Tanque Verde Rd Ste 127, Tucson, AZ 85749, USA",+1 520-760-6044,dentist,tanque-verde-sabino,https://maps.google.com/?q=Dr.%20Michael%20Allen%209155%20E%20Tanque%20Verde%20Rd%20Ste%20127%2C%20Tucson%2C%20AZ%2085749%2C%20USA,https://www.familytucsondentist.com/,2,wordpress,GoDaddy.com,0,has website,64,false,ChIJ___Dsihp1oYRUr-ZLc9fV4Q,5,3,
Dentists on Tanque Verde,"9085 E Tanque Verde Rd, Tucson, AZ 85749, USA",+1 520-542-3448,dentist,tanque-verde-sabino,https://maps.google.com/?q=Dentists%20on%20Tanque%20Verde%209085%20E%20Tanque%20Verde%20Rd%2C%20Tucson%2C%20AZ%2085749%2C%20USA,https://www.dentistsontanqueverde.com/?sc_cid=GBP%3AO%3AGP%3A1091%3AOrganic_Search%3AGeneral%3Ana&_vsrefdom=organic_gbp&y_source=1_NjcxODUwNTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,2,,CSC Corporate Domains,0,has website,65,false,ChIJ2Y0BHe5p1oYRQrxowKabExs,4.8,85,
Dr. Renee Lawton,"8878 E Tanque Verde Rd, Tucson, AZ 85749, USA",+1 520-749-1230,dentist,tanque-verde-sabino,https://maps.google.com/?q=Dr.%20Renee%20Lawton%208878%20E%20Tanque%20Verde%20Rd%2C%20Tucson%2C%20AZ%2085749%2C%20USA,http://www.smilesonly.com/,2,wordpress,GoDaddy.com,0,has website,66,false,ChIJAQBA-Sdx1oYRwjuHh8uxDlM,,,
Old Pueblo Dental,"9131 E Speedway Blvd, Tucson, AZ 85710, USA",+1 520-886-7575,dentist,tanque-verde-sabino,https://maps.google.com/?q=Old%20Pueblo%20Dental%209131%20E%20Speedway%20Blvd%2C%20Tucson%2C%20AZ%2085710%2C%20USA,http://oldpueblodental.com/,2,wordpress,NameCheap,0,has website,67,false,ChIJnRD7kwVp1oYRQsESlB7HCF4,4.9,199,
Jeffrey Rasmussen,"9131 E Speedway Blvd, Tucson, AZ 85710, USA",+1 520-886-7575,dentist,tanque-verde-sabino,https://maps.google.com/?q=Jeffrey%20Rasmussen%209131%20E%20Speedway%20Blvd%2C%20Tucson%2C%20AZ%2085710%2C%20USA,https://www.oldpueblodental.com/jeffrey-rasmussen-dmd/,2,wordpress,NameCheap,0,has website,68,false,ChIJAQD0t8ho1oYRmQGCOz-H5N0,5,1,
Franzen Michael J DDS,"1060 N Camino Seco, Tucson, AZ 85710, USA",+1 520-885-9408,dentist,tanque-verde-sabino,https://maps.google.com/?q=Franzen%20Michael%20J%20DDS%201060%20N%20Camino%20Seco%2C%20Tucson%2C%20AZ%2085710%2C%20USA,,1,,,0,no website,69,false,ChIJ-5WYXcto1oYReWFjn3PhPbY,,,franzenmichaeljdds.com; franzenmichaeljddstucson.com
Roelker Eva A,"8987 E Tanque Verde Rd, Tucson, AZ 85749, USA",+1 520-886-7411,doctor,tanque-verde-sabino,https://maps.google.com/?q=Roelker%20Eva%20A%208987%20E%20Tanque%20Verde%20Rd%2C%20Tucson%2C%20AZ%2085749%2C%20USA,,1,,,0,no website,70,false,ChIJDwuGti5p1oYRZhwEBEfQTkM,,,roelkerevaa.com; roelkerevaatucson.com
Dostert Sandra M DO,"8987 E Tanque Verde Rd, Tucson, AZ 85749, USA",+1 520-886-7411,doctor,tanque-verde-sabino,https://maps.google.com/?q=Dostert%20Sandra%20M%20DO%208987%20E%20Tanque%20Verde%20Rd%2C%20Tucson%2C%20AZ%2085749%2C%20USA,,1,,,0,no website,71,false,ChIJDwuGti5p1oYRJkJMXyA4Vjs,,,dostertsandramdo.com; dostertsandramdotucson.com
"Dr. Deborah Joule, DO","8987 E Tanque Verde Rd, Tucson, AZ 85749, USA",+1 520-760-4100,doctor,tanque-verde-sabino,https://maps.google.com/?q=Dr.%20Deborah%20Joule%2C%20DO%208987%20E%20Tanque%20Verde%20Rd%2C%20Tucson%2C%20AZ%2085749%2C%20USA,,1,,,0,no website,72,false,ChIJuwSGti5p1oYRCPflk1a0uY4,,,drdeborahjouledo.com; drdeborahjouledotucson.com
Douglas Ana E,"8920 E Tanque Verde Rd CVS, Tucson, AZ 85749, USA",+1 520-760-9188,doctor,tanque-verde-sabino,https://maps.google.com/?q=Douglas%20Ana%20E%208920%20E%20Tanque%20Verde%20Rd%20CVS%2C%20Tucson%2C%20AZ%2085749%2C%20USA,http://www.cvs.com/,2,custom/unknown,MarkMonitor Inc.,0,has website,73,false,ChIJBedd_itp1oYRT9bbNv30iUQ,,,
Kowalski Nancy E,"8920 E Tanque Verde Rd CVS, Tucson, AZ 85749, USA",+1 520-760-9188,doctor,tanque-verde-sabino,https://maps.google.com/?q=Kowalski%20Nancy%20E%208920%20E%20Tanque%20Verde%20Rd%20CVS%2C%20Tucson%2C%20AZ%2085749%2C%20USA,http://www.cvs.com/,2,custom/unknown,MarkMonitor Inc.,0,has website,74,false,ChIJBedd_itp1oYR3jVqc4PFpEg,,,
"Dr. Elizabeth Kronlage, DO","8826 E Tanque Verde Rd, Tucson, AZ 85749, USA",+1 520-760-8972,doctor,tanque-verde-sabino,https://maps.google.com/?q=Dr.%20Elizabeth%20Kronlage%2C%20DO%208826%20E%20Tanque%20Verde%20Rd%2C%20Tucson%2C%20AZ%2085749%2C%20USA,https://weence.com/medical/doctors/tucson/dr-elizabeth-kronlage-do/,2,wordpress,eNom,0,has website,75,false,ChIJ6Vk2bixp1oYRhu7HcBQNu3w,5,1,
"James Reifschneider, MD","8826 E Tanque Verde Rd, Tucson, AZ 85749, USA",+1 520-760-8972,doctor,tanque-verde-sabino,https://maps.google.com/?q=James%20Reifschneider%2C%20MD%208826%20E%20Tanque%20Verde%20Rd%2C%20Tucson%2C%20AZ%2085749%2C%20USA,http://www.carondelet.org/,2,custom/unknown,Network Solutions,0,has website,76,false,ChIJPVg2bixp1oYRu5kcp3LAECQ,5,1,
Vuturo Anthony F MD,"8600 E Rockcliff Rd, Tucson, AZ 85750, USA",+1 520-749-9655,doctor,tanque-verde-sabino,https://maps.google.com/?q=Vuturo%20Anthony%20F%20MD%208600%20E%20Rockcliff%20Rd%2C%20Tucson%2C%20AZ%2085750%2C%20USA,http://www.canyonranch.com/,2,,GoDaddy.com,0,has website,77,false,ChIJfXqW7axu1oYR1sITMe-weVw,,,
"Marvin Dobkin, DPM","8600 E Rockcliff Rd, Tucson, AZ 85750, USA",+1 520-749-9655,doctor,tanque-verde-sabino,https://maps.google.com/?q=Marvin%20Dobkin%2C%20DPM%208600%20E%20Rockcliff%20Rd%2C%20Tucson%2C%20AZ%2085750%2C%20USA,http://www.canyonranch.com/,2,,GoDaddy.com,0,has website,78,false,ChIJP12W7axu1oYRsUDkDyCS6Xw,,,
Carmona Richard H MD,"8600 E Rockcliff Rd, Tucson, AZ 85750, USA",+1 520-749-9655,doctor,tanque-verde-sabino,https://maps.google.com/?q=Carmona%20Richard%20H%20MD%208600%20E%20Rockcliff%20Rd%2C%20Tucson%2C%20AZ%2085750%2C%20USA,http://www.canyonranch.com/,2,,GoDaddy.com,0,has website,79,false,ChIJP12W7axu1oYRJNRvQb0sr_Y,5,1,
"Lighthearted Medicine, Pllc","8600 E Rockcliff Rd, Tucson, AZ 85750, USA",+1 520-749-9655,doctor,tanque-verde-sabino,https://maps.google.com/?q=Lighthearted%20Medicine%2C%20Pllc%208600%20E%20Rockcliff%20Rd%2C%20Tucson%2C%20AZ%2085750%2C%20USA,http://www.canyonranch.com/,2,,GoDaddy.com,0,has website,80,false,ChIJP12W7axu1oYRIKFD5Yu2DVo,,,
Downing Diane C MD,"8600 E Rockcliff Rd, Tucson, AZ 85750, USA",+1 520-749-9655,doctor,tanque-verde-sabino,https://maps.google.com/?q=Downing%20Diane%20C%20MD%208600%20E%20Rockcliff%20Rd%2C%20Tucson%2C%20AZ%2085750%2C%20USA,https://www.canyonranch.com/tucson/overview/our-experts/diane-downing-m-d/,2,,GoDaddy.com,0,has website,81,false,ChIJP12W7axu1oYR6NnZyV1uGgg,,,
Dedhia Param MD,"8600 E Rockcliff Rd, Tucson, AZ 85750, USA",+1 520-749-9655,doctor,tanque-verde-sabino,https://maps.google.com/?q=Dedhia%20Param%20MD%208600%20E%20Rockcliff%20Rd%2C%20Tucson%2C%20AZ%2085750%2C%20USA,,1,,,0,no website,82,false,ChIJP12W7axu1oYRQkid9313br4,,,dedhiaparammd.com; dedhiaparammdtucson.com
Brewer Stephen C MD,"8600 E Rockcliff Rd, Tucson, AZ 85750, USA",+1 520-749-9655,doctor,tanque-verde-sabino,https://maps.google.com/?q=Brewer%20Stephen%20C%20MD%208600%20E%20Rockcliff%20Rd%2C%20Tucson%2C%20AZ%2085750%2C%20USA,,1,,,0,no website,83,false,ChIJP12W7axu1oYRmpucQ7G7MIo,,,brewerstephencmd.com; brewerstephencmdtucson.com
Theodosakis Jason MD,"8600 E Rockcliff Rd, Tucson, AZ 85750, USA",+1 520-749-9655,doctor,tanque-verde-sabino,https://maps.google.com/?q=Theodosakis%20Jason%20MD%208600%20E%20Rockcliff%20Rd%2C%20Tucson%2C%20AZ%2085750%2C%20USA,http://www.canyonranch.com/,2,,GoDaddy.com,0,has website,84,false,ChIJP12W7axu1oYROhQ0srDqjVw,1,1,
"Dr. Bruce A. Roberts, MD","8600 E Rockcliff Rd, Tucson, AZ 85750, USA",+1 520-749-9655,doctor,tanque-verde-sabino,https://maps.google.com/?q=Dr.%20Bruce%20A.%20Roberts%2C%20MD%208600%20E%20Rockcliff%20Rd%2C%20Tucson%2C%20AZ%2085750%2C%20USA,http://www.canyonranch.com/,2,,GoDaddy.com,0,has website,85,false,ChIJP12W7axu1oYRtMQpb47t5mA,,,
Autopsyexpert.com,"11545 E Quiet Valley Pl, Tucson, AZ 85749, USA",+1 520-762-4605,doctor,tanque-verde-sabino,https://maps.google.com/?q=Autopsyexpert.com%2011545%20E%20Quiet%20Valley%20Pl%2C%20Tucson%2C%20AZ%2085749%2C%20USA,http://www.autopsyexpert.com/contact/,2,squarespace,NameCheap,0,has website,86,false,ChIJ2R1oK01o1oYR99ZLzKmAw3s,,,
"Judith R. Friedman, PT","11670 E Placita Del Rincon, Tucson, AZ 85749, USA",+1 520-749-1150,doctor,tanque-verde-sabino,https://maps.google.com/?q=Judith%20R.%20Friedman%2C%20PT%2011670%20E%20Placita%20Del%20Rincon%2C%20Tucson%2C%20AZ%2085749%2C%20USA,,1,,,0,no website,87,false,ChIJy_JpjbNp1oYRE63O4FwJIWg,3,1,judithrfriedmanpt.com; judithrfriedmanpttucson.com
